kind,league,slot,league_rank,name,url
player,Serie A,62,39,"A. Buongiorno",https://4590football.com/livescore/football/player/31226/a-buongiorno
player,Ligue 1,62,39,"A. Faye",https://4590football.com/livescore/football/player/437776/a-faye
player,Premier League,63,43,"A. Scott",https://4590football.com/livescore/football/player/304853/a-scott
player,La Liga,63,40,"A. Boiro",https://4590football.com/livescore/football/player/336998/a-boiro
player,Bundesliga,63,43,"A. Kade",https://4590football.com/livescore/football/player/279993/a-kade
player,Serie A,63,40,"A. Calabresi",https://4590football.com/livescore/football/player/30469/a-calabresi
player,Ligue 1,63,40,"A. Francis",https://4590football.com/livescore/football/player/118345/a-francis
player,Premier League,64,44,"A. Semenyo",https://4590football.com/livescore/football/player/19281/a-semenyo
player,La Liga,64,41,"A. Budimir",https://4590football.com/livescore/football/player/46746/a-budimir
player,Bundesliga,64,44,"A. Kalimuendo",https://4590football.com/livescore/football/player/147831/a-kalimuendo
player,Serie A,64,41,"A. Calligaris",https://4590football.com/livescore/football/player/336707/a-calligaris
player,Ligue 1,64,41,"A. Golovin",https://4590football.com/livescore/football/player/109/a-golovin
player,Premier League,65,45,"A. Smith",https://4590football.com/livescore/football/player/18869/a-smith
player,La Liga,65,42,"A. Christensen",https://4590football.com/livescore/football/player/2282/a-christensen
player,Bundesliga,65,45,"A. Karazor",https://4590football.com/livescore/football/player/24963/a-karazor
player,Serie A,65,42,"A. Camara",https://4590football.com/livescore/football/player/490138/a-camara
player,Ligue 1,65,42,"A. Gory",https://4590football.com/livescore/football/player/20704/a-gory
player,Premier League,66,46,"A. Stach",https://4590football.com/livescore/football/player/177665/a-stach
player,La Liga,66,43,"A. Costa",https://4590football.com/livescore/football/player/546872/a-costa
player,Bundesliga,66,46,"A. Kemlein",https://4590football.com/livescore/football/player/327831/a-kemlein
player,Serie A,66,43,"A. Cambiaso",https://4590football.com/livescore/football/player/127011/a-cambiaso
player,Ligue 1,66,43,"A. Gouiri",https://4590football.com/livescore/football/player/85041/a-gouiri
player,Premier League,67,47,"A. Tanaka",https://4590football.com/livescore/football/player/32966/a-tanaka
player,La Liga,67,44,"A. Danjuma",https://4590football.com/livescore/football/player/83/a-danjuma
player,Bundesliga,67,47,"A. Knauff",https://4590football.com/livescore/football/player/161922/a-knauff
player,Serie A,67,44,"A. Caracciolo",https://4590football.com/livescore/football/player/31604/a-caracciolo
player,Ligue 1,67,44,"A. Haidara",https://4590football.com/livescore/football/player/1153/a-haidara
player,Premier League,68,48,"A. Tóth",https://4590football.com/livescore/football/player/361485/a-toth
player,La Liga,68,45,"A. Diatta",https://4590football.com/livescore/football/player/463280/a-diatta
player,Bundesliga,68,48,"A. Král",https://4590football.com/livescore/football/player/1234/a-kral
player,Serie A,68,45,"A. Castiello",https://4590football.com/livescore/football/player/598671/a-castiello
player,Ligue 1,68,45,"A. Hakimi",https://4590football.com/livescore/football/player/9/a-hakimi
player,Premier League,69,49,"A. Truffert",https://4590football.com/livescore/football/player/162267/a-truffert
player,La Liga,69,46,"A. Espino",https://4590football.com/livescore/football/player/46759/a-espino
player,Bundesliga,69,49,"A. Kramarić",https://4590football.com/livescore/football/player/726/a-kramari
player,Serie A,69,46,"A. Ciardi",https://4590football.com/livescore/football/player/462188/a-ciardi
player,Ligue 1,69,46,"A. Hamdani",https://4590football.com/livescore/football/player/623922/a-hamdani
player,Premier League,70,50,"A. Tuanzebe",https://4590football.com/livescore/football/player/19182/a-tuanzebe
player,La Liga,70,47,"A. Ezzalzouli",https://4590football.com/livescore/football/player/181421/a-ezzalzouli
player,Bundesliga,70,50,"A. MaksimoviÄ",https://4590football.com/livescore/football/player/398192/a-maksimovia
player,Serie A,70,47,"A. Circati",https://4590football.com/livescore/football/player/348568/a-circati
player,Ligue 1,70,47,"A. Karabec",https://4590football.com/livescore/football/player/199871/a-karabec
player,Premier League,71,51,"A. Wan-Bissaka",https://4590football.com/livescore/football/player/18846/a-wan-bissaka
player,La Liga,71,48,"A. Freeman",https://4590football.com/livescore/football/player/355994/a-freeman
player,Bundesliga,71,51,"A. Meyer",https://4590football.com/livescore/football/player/26292/a-meyer
player,Serie A,71,48,"A. Deiola",https://4590football.com/livescore/football/player/30561/a-deiola
player,Ligue 1,71,48,"A. Maitland-Niles",https://4590football.com/livescore/football/player/1456/a-maitland-niles
player,Premier League,72,52,"A. Wharton",https://4590football.com/livescore/football/player/288102/a-wharton
player,La Liga,72,49,"A. Griezmann",https://4590football.com/livescore/football/player/56/a-griezmann
player,Bundesliga,72,52,"A. Nübel",https://4590football.com/livescore/football/player/399/a-nubel
player,Serie A,72,49,"A. Diouf",https://4590football.com/livescore/football/player/270509/a-diouf
player,Ligue 1,72,49,"A. Mandi",https://4590football.com/livescore/football/player/1567/a-mandi
player,Premier League,73,53,"A. Whitehall",https://4590football.com/livescore/football/player/353968/a-whitehall
player,La Liga,73,50,"A. Güler",https://4590football.com/livescore/football/player/291964/a-guler
player,Bundesliga,73,53,"A. Nusa",https://4590football.com/livescore/football/player/314511/a-nusa
player,Serie A,73,50,"A. Dossena",https://4590football.com/livescore/football/player/32034/a-dossena
player,Ligue 1,73,50,"A. Masuaku",https://4590football.com/livescore/football/player/18816/a-masuaku
player,Premier League,74,54,"Aaron Bott",https://4590football.com/livescore/football/player/329358/aaron-bott
player,La Liga,74,51,"A. Hierro",https://4590football.com/livescore/football/player/560954/a-hierro
player,Bundesliga,74,54,"A. Ouédraogo",https://4590football.com/livescore/football/player/380978/a-ouedraogo
player,Serie A,74,51,"A. Dovbyk",https://4590football.com/livescore/football/player/15811/a-dovbyk
player,Ligue 1,74,51,"A. Mendy",https://4590football.com/livescore/football/player/313937/a-mendy
player,Premier League,75,55,"Adam Aznou Ben Cheikh",https://4590football.com/livescore/football/player/431921/adam-aznou-ben-cheikh
player,La Liga,75,52,"A. Januzaj",https://4590football.com/livescore/football/player/2924/a-januzaj
player,Bundesliga,75,55,"A. Pavlović",https://4590football.com/livescore/football/player/328033/a-pavlovi
player,Serie A,75,52,"A. Edmundsson",https://4590football.com/livescore/football/player/169297/a-edmundsson
player,Ligue 1,75,52,"A. Mirbach",https://4590football.com/livescore/football/player/331856/a-mirbach
player,Premier League,76,56,"Adama Traoré",https://4590football.com/livescore/football/player/18753/adama-traore
player,La Liga,76,53,"A. Kamara",https://4590football.com/livescore/football/player/284441/a-kamara
player,Bundesliga,76,56,"A. Pieper",https://4590football.com/livescore/football/player/25011/a-pieper
player,Serie A,76,53,"A. Fadera",https://4590football.com/livescore/football/player/263699/a-fadera
player,Ligue 1,76,53,"A. Moussaoui",https://4590football.com/livescore/football/player/455243/a-moussaoui
player,Premier League,77,57,"Aidan Harris",https://4590football.com/livescore/football/player/365988/aidan-harris
player,La Liga,77,54,"A. Lebarbier",https://4590football.com/livescore/football/player/353634/a-lebarbier
player,Bundesliga,77,57,"A. Prass",https://4590football.com/livescore/football/player/7327/a-prass
player,Serie A,77,54,"A. Furlanetto",https://4590football.com/livescore/football/player/63934/a-furlanetto
player,Ligue 1,77,54,"A. Nordin",https://4590football.com/livescore/football/player/22097/a-nordin
player,Premier League,78,58,"Álex Jiménez",https://4590football.com/livescore/football/player/330437/alex-jimenez
player,La Liga,78,55,"A. Lookman",https://4590football.com/livescore/football/player/18767/a-lookman
player,Bundesliga,78,58,"A. Pyrka",https://4590football.com/livescore/football/player/148448/a-pyrka
player,Serie A,78,55,"A. Gallo",https://4590football.com/livescore/football/player/31543/a-gallo
player,Ligue 1,78,55,"A. Omobamidele",https://4590football.com/livescore/football/player/147835/a-omobamidele
player,Premier League,79,59,"Alexei Rojas Fedorushchenko",https://4590football.com/livescore/football/player/337933/alexei-rojas-fedorushchenko
player,La Liga,79,56,"A. Lunin",https://4590football.com/livescore/football/player/47400/a-lunin
player,Bundesliga,79,59,"A. Sambi Lokonga",https://4590football.com/livescore/football/player/1427/a-sambi-lokonga
player,Serie A,79,56,"A. Grassi",https://4590football.com/livescore/football/player/31021/a-grassi
player,Ligue 1,79,56,"A. Ouattara",https://4590football.com/livescore/football/player/358166/a-ouattara
player,Premier League,80,60,"Alfie Shane McNally",https://4590football.com/livescore/football/player/288129/alfie-shane-mcnally
player,La Liga,80,57,"A. Matturro",https://4590football.com/livescore/football/player/316517/a-matturro
player,Bundesliga,80,60,"A. Sarco",https://4590football.com/livescore/football/player/414384/a-sarco
player,Serie A,80,57,"A. Guðmundsson",https://4590football.com/livescore/football/player/2799/a-gudmundsson
player,Ligue 1,80,57,"A. Rouault",https://4590football.com/livescore/football/player/129681/a-rouault
player,Premier League,81,61,"Alisson Becker",https://4590football.com/livescore/football/player/280/alisson-becker
player,La Liga,81,58,"A. Mestanza",https://4590football.com/livescore/football/player/579838/a-mestanza
player,Bundesliga,81,61,"A. Schäfer",https://4590football.com/livescore/football/player/30785/a-schafer
player,Serie A,81,58,"A. Harroui",https://4590football.com/livescore/football/player/37437/a-harroui
player,Ligue 1,81,58,"A. Saint-Maximin",https://4590football.com/livescore/football/player/22173/a-saint-maximin
player,Premier League,82,62,"Alysson Edward",https://4590football.com/livescore/football/player/464004/alysson-edward
player,La Liga,82,59,"A. Mumin",https://4590football.com/livescore/football/player/15900/a-mumin
player,Bundesliga,82,62,"A. Sieb",https://4590football.com/livescore/football/player/280339/a-sieb
player,Serie A,82,59,"A. Ismajli",https://4590football.com/livescore/football/player/14329/a-ismajli
player,Ligue 1,82,59,"A. Sangante",https://4590football.com/livescore/football/player/174927/a-sangante
player,Premier League,83,63,"André",https://4590football.com/livescore/football/player/265784/andre
player,La Liga,83,60,"A. Nyom",https://4590football.com/livescore/football/player/47407/a-nyom
player,Bundesliga,83,63,"A. Staff",https://4590football.com/livescore/football/player/567973/a-staff
player,Serie A,83,60,"A. Jashari",https://4590football.com/livescore/football/player/264705/a-jashari
player,Ligue 1,83,60,"A. Sbaï",https://4590football.com/livescore/football/player/191289/a-sbai
player,Premier League,84,64,"Andrés García",https://4590football.com/livescore/football/player/388013/andres-garcia
player,La Liga,84,61,"A. Ounahi",https://4590football.com/livescore/football/player/129678/a-ounahi
player,Bundesliga,84,64,"A. Stiller",https://4590football.com/livescore/football/player/137210/a-stiller
player,Serie A,84,61,"A. Lahdo",https://4590football.com/livescore/football/player/459029/a-lahdo
player,Ligue 1,84,61,"A. Seidu",https://4590football.com/livescore/football/player/196187/a-seidu
player,Premier League,85,65,"Andrey Santos",https://4590football.com/livescore/football/player/305834/andrey-santos
player,La Liga,85,62,"A. Panach",https://4590football.com/livescore/football/player/584165/a-panach
player,Bundesliga,85,65,"A. Tape",https://4590football.com/livescore/football/player/491103/a-tape
player,Serie A,85,62,"A. Laurienté",https://4590football.com/livescore/football/player/2215/a-lauriente
player,Ligue 1,85,62,"A. Seko",https://4590football.com/livescore/football/player/33165/a-seko
player,Premier League,86,66,"B. Aaronson",https://4590football.com/livescore/football/player/50739/b-aaronson
player,La Liga,86,63,"A. Puric",https://4590football.com/livescore/football/player/428799/a-puric
player,Bundesliga,86,66,"A. Theate",https://4590football.com/livescore/football/player/204043/a-theate
player,Serie A,86,63,"A. Lickunas",https://4590football.com/livescore/football/player/556945/a-lickunas
player,Ligue 1,86,63,"A. Sima",https://4590football.com/livescore/football/player/277191/a-sima
player,Premier League,87,67,"B. Austin",https://4590football.com/livescore/football/player/156428/b-austin
player,La Liga,87,64,"A. R. Alcantara",https://4590football.com/livescore/football/player/551460/a-r-alcantara
player,Bundesliga,87,67,"A. Thomas",https://4590football.com/livescore/football/player/453722/a-thomas
player,Serie A,87,64,"A. Malovec",https://4590football.com/livescore/football/player/441550/a-malovec
player,Ligue 1,87,64,"A. Sylla",https://4590football.com/livescore/football/player/364810/a-sylla
player,Premier League,88,68,"B. Badiashile",https://4590football.com/livescore/football/player/95/b-badiashile
player,La Liga,88,65,"A. Rațiu",https://4590football.com/livescore/football/player/1703/a-raiu
player,Bundesliga,88,68,"A. Zehnter",https://4590football.com/livescore/football/player/323951/a-zehnter
player,Serie A,88,65,"A. Marcandalli",https://4590football.com/livescore/football/player/281826/a-marcandalli
player,Ligue 1,88,65,"A. Thomasson",https://4590football.com/livescore/football/player/22261/a-thomasson
player,Premier League,89,69,"B. Bailey-Joseph",https://4590football.com/livescore/football/player/463908/b-bailey-joseph
