kind,league,slot,league_rank,name,url
player,La Liga,415,392,"Jon Karrikaburu",https://4590football.com/livescore/football/player/183748/jon-karrikaburu
player,Bundesliga,415,395,"N. Atubolu",https://4590football.com/livescore/football/player/178768/n-atubolu
player,Serie A,415,392,"L. Venturino",https://4590football.com/livescore/football/player/452033/l-venturino
player,Ligue 1,415,392,"Moustapha Diop",https://4590football.com/livescore/football/player/613215/moustapha-diop
player,Premier League,416,396,"M. Kanté",https://4590football.com/livescore/football/player/401278/m-kante
player,La Liga,416,393,"Jon Martín",https://4590football.com/livescore/football/player/405073/jon-martin
player,Bundesliga,416,396,"N. Brown",https://4590football.com/livescore/football/player/280074/n-brown
player,Serie A,416,393,"Lautaro Martínez",https://4590football.com/livescore/football/player/217/lautaro-martinez
player,Ligue 1,416,393,"N. Adjei",https://4590football.com/livescore/football/player/214310/n-adjei
player,Premier League,417,397,"M. Kayode",https://4590football.com/livescore/football/player/342022/m-kayode
player,La Liga,417,394,"Jon Pacheco",https://4590football.com/livescore/football/player/182546/jon-pacheco
player,Bundesliga,417,397,"N. Capaldo",https://4590football.com/livescore/football/player/5973/n-capaldo
player,Serie A,417,394,"Lorenzo Bonsignori Goggi",https://4590football.com/livescore/football/player/554467/lorenzo-bonsignori-goggi
player,Ligue 1,417,394,"N. Äelik",https://4590football.com/livescore/football/player/395589/n-aelik
player,Premier League,418,398,"M. Keane",https://4590football.com/livescore/football/player/2934/m-keane
player,La Liga,418,395,"Jonny",https://4590football.com/livescore/football/player/18740/jonny
player,Bundesliga,418,398,"N. Collins",https://4590football.com/livescore/football/player/269531/n-collins
player,Serie A,418,395,"Lorran",https://4590football.com/livescore/football/player/403300/lorran
player,Ligue 1,418,395,"N. Aguerd",https://4590football.com/livescore/football/player/21694/n-aguerd
player,Premier League,419,399,"M. Kerkez",https://4590football.com/livescore/football/player/206254/m-kerkez
player,La Liga,419,396,"Jorge Benito",https://4590football.com/livescore/football/player/432080/jorge-benito
player,Bundesliga,419,399,"N. Dorsch",https://4590football.com/livescore/football/player/24904/n-dorsch
player,Serie A,419,396,"Luca Marianucci",https://4590football.com/livescore/football/player/388547/luca-marianucci
player,Ligue 1,419,396,"N. Ahamada",https://4590football.com/livescore/football/player/152418/n-ahamada
player,Premier League,420,400,"M. Kilman",https://4590football.com/livescore/football/player/18744/m-kilman
player,La Liga,420,397,"Jorge de Frutos",https://4590football.com/livescore/football/player/128582/jorge-de-frutos
player,Bundesliga,420,400,"N. Elvedi",https://4590football.com/livescore/football/player/2803/n-elvedi
player,Serie A,420,397,"Luis Henrique",https://4590football.com/livescore/football/player/10077/luis-henrique
player,Ligue 1,420,397,"N. Bentaleb",https://4590football.com/livescore/football/player/409/n-bentaleb
player,Premier League,421,401,"M. Kovačić",https://4590football.com/livescore/football/player/2291/m-kovai
player,La Liga,421,398,"Jorge Herrando",https://4590football.com/livescore/football/player/182592/jorge-herrando
player,Bundesliga,421,401,"N. Höfler",https://4590football.com/livescore/football/player/26250/n-hofler
player,Serie A,421,398,"M. Adopo",https://4590football.com/livescore/football/player/30505/m-adopo
player,Ligue 1,421,398,"N. Cadiou",https://4590football.com/livescore/football/player/23363/n-cadiou
player,Premier League,422,402,"M. Kudus",https://4590football.com/livescore/football/player/15911/m-kudus
player,La Liga,422,399,"Jorge Montes",https://4590football.com/livescore/football/player/625636/jorge-montes
player,Bundesliga,422,402,"N. Jackson",https://4590football.com/livescore/football/player/283058/n-jackson
player,Serie A,422,399,"M. Aebischer",https://4590football.com/livescore/football/player/951/m-aebischer
player,Ligue 1,422,399,"N. Cozza",https://4590football.com/livescore/football/player/21570/n-cozza
player,Premier League,423,403,"M. Lacroix",https://4590football.com/livescore/football/player/20995/m-lacroix
player,La Liga,423,400,"Josan",https://4590football.com/livescore/football/player/46973/josan
player,Bundesliga,423,403,"N. Katterbach",https://4590football.com/livescore/football/player/24792/n-katterbach
player,Serie A,423,400,"M. Akanji",https://4590football.com/livescore/football/player/5/m-akanji
player,Ligue 1,423,400,"N. Edjouma",https://4590football.com/livescore/football/player/430816/n-edjouma
player,Premier League,424,404,"M. Laffey",https://4590football.com/livescore/football/player/339205/m-laffey
player,La Liga,424,401,"José Ángel Carmona",https://4590football.com/livescore/football/player/195923/jose-angel-carmona
player,Bundesliga,424,404,"N. Labrović",https://4590football.com/livescore/football/player/14553/n-labrovi
player,Serie A,424,401,"M. Bah",https://4590football.com/livescore/football/player/626686/m-bah
player,Ligue 1,424,401,"N. Jauny",https://4590football.com/livescore/football/player/348052/n-jauny
player,Premier League,425,405,"M. Lewis-Skelly",https://4590football.com/livescore/football/player/313245/m-lewis-skelly
player,La Liga,425,402,"José Gayà",https://4590football.com/livescore/football/player/918/jose-gaya
player,Bundesliga,425,405,"N. Lomb",https://4590football.com/livescore/football/player/25168/n-lomb
player,Serie A,425,402,"M. Bakker",https://4590football.com/livescore/football/player/530/m-bakker
player,Ligue 1,425,402,"N. Kamara",https://4590football.com/livescore/football/player/493026/n-kamara
player,Premier League,426,406,"M. Mane",https://4590football.com/livescore/football/player/456206/m-mane
player,La Liga,426,403,"José Luis Morales",https://4590football.com/livescore/football/player/47467/jose-luis-morales
player,Bundesliga,426,406,"N. Nartey",https://4590football.com/livescore/football/player/24806/n-nartey
player,Serie A,426,403,"M. Baturina",https://4590football.com/livescore/football/player/295026/m-baturina
player,Ligue 1,426,403,"N. Lahmadi",https://4590football.com/livescore/football/player/385351/n-lahmadi
player,Premier League,427,407,"M. Mount",https://4590football.com/livescore/football/player/19220/m-mount
player,La Liga,427,404,"José Salinas",https://4590football.com/livescore/football/player/184407/jose-salinas
player,Bundesliga,427,407,"N. Remberg",https://4590football.com/livescore/football/player/260898/n-remberg
player,Serie A,427,404,"M. Berisha",https://4590football.com/livescore/football/player/335071/m-berisha
player,Ligue 1,427,404,"N. Mbala",https://4590football.com/livescore/football/player/584096/n-mbala
player,Premier League,428,408,"M. O&apos;Riley",https://4590football.com/livescore/football/player/19030/m-oaposriley
player,La Liga,428,405,"Joselu",https://4590football.com/livescore/football/player/333369/joselu
player,Bundesliga,428,408,"N. Rothweiler",https://4590football.com/livescore/football/player/383729/n-rothweiler
player,Serie A,428,405,"M. Bianchetti",https://4590football.com/livescore/football/player/30919/m-bianchetti
player,Ligue 1,428,405,"N. Mukau",https://4590football.com/livescore/football/player/375598/n-mukau
player,Premier League,429,409,"M. Ødegaard",https://4590football.com/livescore/football/player/37127/m-udegaard
player,La Liga,429,406,"Juan Arango",https://4590football.com/livescore/football/player/626331/juan-arango
player,Bundesliga,429,409,"N. Schlotterbeck",https://4590football.com/livescore/football/player/26243/n-schlotterbeck
player,Serie A,429,406,"M. Brescianini",https://4590football.com/livescore/football/player/1639/m-brescianini
player,Ligue 1,429,406,"N. Mukiele",https://4590football.com/livescore/football/player/399890/n-mukiele
player,Premier League,430,410,"M. Rogers",https://4590football.com/livescore/football/player/19170/m-rogers
player,La Liga,430,407,"Juan Cruz",https://4590football.com/livescore/football/player/46967/juan-cruz
player,Bundesliga,430,410,"N. Seiwald",https://4590football.com/livescore/football/player/7328/n-seiwald
player,Serie A,430,407,"M. Cancellieri",https://4590football.com/livescore/football/player/286474/m-cancellieri
player,Ligue 1,430,407,"N. Nartey",https://4590football.com/livescore/football/player/361352/n-nartey
player,Premier League,431,411,"M. Röhl",https://4590football.com/livescore/football/player/202854/m-rohl
player,La Liga,431,408,"Juan Hernández",https://4590football.com/livescore/football/player/579244/juan-hernandez
player,Bundesliga,431,411,"N. Stark",https://4590football.com/livescore/football/player/2916/n-stark
player,Serie A,431,408,"M. Caqueret",https://4590football.com/livescore/football/player/659/m-caqueret
player,Ligue 1,431,408,"N. Ngoy",https://4590football.com/livescore/football/player/312964/n-ngoy
player,Premier League,432,412,"M. Salmon",https://4590football.com/livescore/football/player/482903/m-salmon
player,La Liga,432,409,"Juan Iglesias",https://4590football.com/livescore/football/player/119742/juan-iglesias
player,Bundesliga,432,412,"N. Süle",https://4590football.com/livescore/football/player/506/n-sule
player,Serie A,432,409,"M. Carnesecchi",https://4590football.com/livescore/football/player/30417/m-carnesecchi
player,Ligue 1,432,409,"N. Nsoki",https://4590football.com/livescore/football/player/567804/n-nsoki
player,Premier League,433,413,"M. Sarr",https://4590football.com/livescore/football/player/276184/m-sarr
player,La Liga,433,410,"Juanlu Sánchez",https://4590football.com/livescore/football/player/182772/juanlu-sanchez
player,Bundesliga,433,413,"N. Tella",https://4590football.com/livescore/football/player/231029/n-tella
player,Serie A,433,410,"M. Cocchi",https://4590football.com/livescore/football/player/392493/m-cocchi
player,Ligue 1,433,410,"N. Obougoujacquet",https://4590football.com/livescore/football/player/437529/n-obougoujacquet
player,Premier League,434,414,"M. Sels",https://4590football.com/livescore/football/player/2919/m-sels
player,La Liga,434,411,"Juanmi",https://4590football.com/livescore/football/player/47320/juanmi
player,Bundesliga,434,414,"N. Vasilj",https://4590football.com/livescore/football/player/9026/n-vasilj
player,Serie A,434,411,"M. Collocolo",https://4590football.com/livescore/football/player/126889/m-collocolo
player,Ligue 1,434,411,"N. Said Mchindra",https://4590football.com/livescore/football/player/571904/n-said-mchindra
player,Premier League,435,415,"M. Senesi",https://4590football.com/livescore/football/player/6610/m-senesi
player,La Liga,435,412,"Juanpe",https://4590football.com/livescore/football/player/285505/juanpe
player,Bundesliga,435,415,"N. Veratschnig",https://4590football.com/livescore/football/player/283753/n-veratschnig
player,Serie A,435,412,"M. Cornet",https://4590football.com/livescore/football/player/665/m-cornet
player,Ligue 1,435,412,"N. Sangui",https://4590football.com/livescore/football/player/389322/n-sangui
player,Premier League,436,416,"M. Tavernier",https://4590football.com/livescore/football/player/19245/m-tavernier
player,La Liga,436,413,"Julen Agirrezabala",https://4590football.com/livescore/football/player/183848/julen-agirrezabala
player,Bundesliga,436,416,"N. Weiper",https://4590football.com/livescore/football/player/342177/n-weiper
player,Serie A,436,413,"M. Darmian",https://4590football.com/livescore/football/player/887/m-darmian
player,Ligue 1,436,413,"N. Tagliafico",https://4590football.com/livescore/football/player/529/n-tagliafico
player,Premier League,437,417,"M. Tel",https://4590football.com/livescore/football/player/270510/m-tel
player,La Liga,437,414,"Julio Díaz del Romo",https://4590football.com/livescore/football/player/386870/julio-diaz-del-romo
player,Bundesliga,437,417,"Niklas Swider",https://4590football.com/livescore/football/player/442151/niklas-swider
player,Serie A,437,414,"M. de Roon",https://4590football.com/livescore/football/player/30432/m-de-roon
player,Ligue 1,437,414,"N. Wasbauer",https://4590football.com/livescore/football/player/366573/n-wasbauer
player,Premier League,438,418,"M. Thiaw",https://4590football.com/livescore/football/player/163189/m-thiaw
player,La Liga,438,415,"Junior Firpo",https://4590football.com/livescore/football/player/1564/junior-firpo
player,Bundesliga,438,418,"Noah Darvich",https://4590football.com/livescore/football/player/412704/noah-darvich
player,Serie A,438,415,"M. Di Gregorio",https://4590football.com/livescore/football/player/30670/m-di-gregorio
player,Ligue 1,438,415,"Noah Le Gal",https://4590football.com/livescore/football/player/632809/noah-le-gal
player,Premier League,439,419,"M. Travers",https://4590football.com/livescore/football/player/18860/m-travers
player,La Liga,439,416,"K. Arriaga",https://4590football.com/livescore/football/player/125239/k-arriaga
player,Bundesliga,439,419,"Noahkai Kai Daniel Banks",https://4590football.com/livescore/football/player/413065/noahkai-kai-daniel-banks
player,Serie A,439,416,"M. Đurić",https://4590football.com/livescore/football/player/31692/m-uri
player,Ligue 1,439,416,"Nuno Mendes",https://4590football.com/livescore/football/player/263482/nuno-mendes
player,Premier League,440,420,"M. Trésor",https://4590football.com/livescore/football/player/37381/m-tresor
player,La Liga,440,417,"K. Sibo",https://4590football.com/livescore/football/player/3608/k-sibo
player,Bundesliga,440,420,"O. Baumann",https://4590football.com/livescore/football/player/702/o-baumann
player,Serie A,440,417,"M. Ellertsson",https://4590football.com/livescore/football/player/89520/m-ellertsson
player,Ligue 1,440,417,"O. Ba",https://4590football.com/livescore/football/player/237198/o-ba
player,Premier League,441,421,"M. Ugarte",https://4590football.com/livescore/football/player/51494/m-ugarte
player,La Liga,441,418,"K. Tunde",https://4590football.com/livescore/football/player/579287/k-tunde
player,Bundesliga,441,421,"O. Burke",https://4590football.com/livescore/football/player/1124/o-burke
player,Serie A,441,418,"M. Faye",https://4590football.com/livescore/football/player/237249/m-faye
player,Ligue 1,441,418,"O. Camara",https://4590football.com/livescore/football/player/271540/o-camara
player,Premier League,442,422,"M. van de Ven",https://4590football.com/livescore/football/player/152849/m-van-de-ven
player,La Liga,442,419,"Kike Barja",https://4590football.com/livescore/football/player/46667/kike-barja
player,Bundesliga,442,422,"O. Deman",https://4590football.com/livescore/football/player/8673/o-deman
player,Serie A,442,419,"M. Felici",https://4590football.com/livescore/football/player/31734/m-felici
player,Ligue 1,442,419,"O. Dembélé",https://4590football.com/livescore/football/player/153/o-dembele
player,Premier League,443,423,"M. Weiß",https://4590football.com/livescore/football/player/328273/m-wei
player,La Liga,443,420,"Kike García",https://4590football.com/livescore/football/player/47396/kike-garcia
player,Bundesliga,443,423,"O. HÃ¸jlund",https://4590football.com/livescore/football/player/339874/o-hajlund
player,Serie A,443,420,"M. Folorunsho",https://4590football.com/livescore/football/player/56851/m-folorunsho
player,Ligue 1,443,420,"O. Édouard",https://4590football.com/livescore/football/player/1135/o-edouard
player,Premier League,444,424,"M. Wieffer",https://4590football.com/livescore/football/player/92993/m-wieffer
player,La Liga,444,421,"Kike Salas",https://4590football.com/livescore/football/player/297311/kike-salas
player,Bundesliga,444,424,"O. Kabak",https://4590football.com/livescore/football/player/26300/o-kabak
player,Serie A,444,421,"M. Frendrup",https://4590football.com/livescore/football/player/15881/m-frendrup
player,Ligue 1,444,421,"O. El Azzouzi",https://4590football.com/livescore/football/player/319919/o-el-azzouzi
player,Premier League,445,425,"Malcom Dacosta",https://4590football.com/livescore/football/player/626383/malcom-dacosta
player,La Liga,445,422,"Kiko Femenía",https://4590football.com/livescore/football/player/18794/kiko-femenia
player,Bundesliga,445,425,"O. Sorg",https://4590football.com/livescore/football/player/404895/o-sorg
player,Serie A,445,422,"M. Frese",https://4590football.com/livescore/football/player/15909/m-frese
player,Ligue 1,445,422,"O. Giroud",https://4590football.com/livescore/football/player/2295/o-giroud
player,Premier League,446,426,"Malik Olayiwola",https://4590football.com/livescore/football/player/588468/malik-olayiwola
player,La Liga,446,423,"Koke",https://4590football.com/livescore/football/player/50/koke
player,Bundesliga,446,426,"O. Traoré",https://4590football.com/livescore/football/player/25502/o-traore
player,Serie A,446,423,"M. Fuscaldo",https://4590football.com/livescore/football/player/408319/m-fuscaldo
player,Ligue 1,446,423,"O. Lenne",https://4590football.com/livescore/football/player/441256/o-lenne
player,Premier League,447,427,"Marc Cucurella",https://4590football.com/livescore/football/player/47380/marc-cucurella
player,La Liga,447,424,"Kylian Mbappé",https://4590football.com/livescore/football/player/278/kylian-mbappe
player,Bundesliga,447,427,"Omar Megeed",https://4590football.com/livescore/football/player/336020/omar-megeed
player,Serie A,447,424,"M. Gabbia",https://4590football.com/livescore/football/player/56473/m-gabbia
player,Ligue 1,447,424,"O. Mangala",https://4590football.com/livescore/football/player/24882/o-mangala
player,Premier League,448,428,"Marc Guiu",https://4590football.com/livescore/football/player/392270/marc-guiu
player,La Liga,448,425,"L. Agoumé",https://4590football.com/livescore/football/player/21004/l-agoume
player,Bundesliga,448,428,"Otto Emerson Stange",https://4590football.com/livescore/football/player/444962/otto-emerson-stange
player,Serie A,448,425,"M. Højholt",https://4590football.com/livescore/football/player/15723/m-hojholt
player,Ligue 1,448,425,"O. Nkambadio",https://4590football.com/livescore/football/player/194981/o-nkambadio
player,Premier League,449,429,"Martín Zubimendi",https://4590football.com/livescore/football/player/47315/martin-zubimendi
player,La Liga,449,426,"L. Beltrán",https://4590football.com/livescore/football/player/6010/l-beltran
player,Bundesliga,449,429,"P. Čović",https://4590football.com/livescore/football/player/448468/p-ovi
player,Serie A,449,426,"M. Kean",https://4590football.com/livescore/football/player/877/m-kean
player,Ligue 1,449,426,"O. Sahraoui",https://4590football.com/livescore/football/player/99576/o-sahraoui
player,Premier League,450,430,"Mateus Fernandes",https://4590football.com/livescore/football/player/336585/mateus-fernandes
player,La Liga,450,427,"L. Bergström",https://4590football.com/livescore/football/player/152955/l-bergstrom
player,Bundesliga,450,430,"P. Drewes",https://4590football.com/livescore/football/player/26395/p-drewes
player,Serie A,450,427,"M. Keita",https://4590football.com/livescore/football/player/308836/m-keita
player,Ligue 1,450,427,"Otávio",https://4590football.com/livescore/football/player/266013/otavio
player,Premier League,451,431,"Matheus Cunha",https://4590football.com/livescore/football/player/1165/matheus-cunha
player,La Liga,451,428,"L. Boyé",https://4590football.com/livescore/football/player/608/l-boye
player,Bundesliga,451,431,"P. Gulácsi",https://4590football.com/livescore/football/player/1139/p-gulacsi
player,Serie A,451,428,"M. Kempf",https://4590football.com/livescore/football/player/26301/m-kempf
player,Ligue 1,451,428,"Oumar Pona",https://4590football.com/livescore/football/player/396308/oumar-pona
player,Premier League,452,432,"Matheus Nunes",https://4590football.com/livescore/football/player/41621/matheus-nunes
player,La Liga,452,429,"L. Cabrera",https://4590football.com/livescore/football/player/47249/l-cabrera
player,Bundesliga,452,432,"P. Hensel",https://4590football.com/livescore/football/player/585662/p-hensel
player,Serie A,452,429,"M. Koné",https://4590football.com/livescore/football/player/22147/m-kone
player,Ligue 1,452,429,"P. Aubameyang",https://4590football.com/livescore/football/player/1465/p-aubameyang
player,Premier League,453,433,"Max Alleyne",https://4590football.com/livescore/football/player/293168/max-alleyne
player,La Liga,453,430,"L. Castell",https://4590football.com/livescore/football/player/549458/l-castell
player,Bundesliga,453,433,"P. Lienhart",https://4590football.com/livescore/football/player/26240/p-lienhart
player,Serie A,453,430,"M. Lavelli",https://4590football.com/livescore/football/player/461830/m-lavelli
player,Ligue 1,453,430,"P. Capelle",https://4590football.com/livescore/football/player/21145/p-capelle
player,Premier League,454,434,"Max Merrick",https://4590football.com/livescore/football/player/287868/max-merrick
player,La Liga,454,431,"L. Cepeda",https://4590football.com/livescore/football/player/318592/l-cepeda
player,Bundesliga,454,434,"P. Mainka",https://4590football.com/livescore/football/player/24899/p-mainka
player,Serie A,454,431,"M. Lazzari",https://4590football.com/livescore/football/player/30866/m-lazzari
player,Ligue 1,454,431,"P. Carlgren",https://4590football.com/livescore/football/player/15684/p-carlgren
player,Premier League,455,435,"Mikel Merino",https://4590football.com/livescore/football/player/47311/mikel-merino
player,La Liga,455,432,"L. Dendoncker",https://4590football.com/livescore/football/player/2922/l-dendoncker
player,Bundesliga,455,435,"P. Mwene",https://4590football.com/livescore/football/player/25915/p-mwene
player,Serie A,455,432,"M. Léris",https://4590football.com/livescore/football/player/30753/m-leris
player,Ligue 1,455,432,"P. Diop",https://4590football.com/livescore/football/player/339417/p-diop
player,Premier League,456,436,"Mohamed Salah",https://4590football.com/livescore/football/player/306/mohamed-salah
player,La Liga,456,433,"L. Fati",https://4590football.com/livescore/football/player/561032/l-fati
player,Bundesliga,456,436,"P. Nebel",https://4590football.com/livescore/football/player/202736/p-nebel
player,Serie A,456,433,"M. Locatelli",https://4590football.com/livescore/football/player/30533/m-locatelli
player,Ligue 1,456,433,"P. Frankowski",https://4590football.com/livescore/football/player/3007/p-frankowski
player,Premier League,457,437,"Morato",https://4590football.com/livescore/football/player/67943/morato
player,La Liga,457,434,"L. Ilić",https://4590football.com/livescore/football/player/38699/l-ili
player,Bundesliga,457,437,"P. Osterhage",https://4590football.com/livescore/football/player/163022/p-osterhage
player,Serie A,457,434,"M. Maignan",https://4590football.com/livescore/football/player/22221/m-maignan
player,Ligue 1,457,434,"P. Hamel",https://4590football.com/livescore/football/player/20647/p-hamel
player,Premier League,458,438,"Murillo",https://4590football.com/livescore/football/player/363695/murillo
player,La Liga,458,435,"L. Laso",https://4590football.com/livescore/football/player/609740/l-laso
player,Bundesliga,458,438,"P. Otele",https://4590football.com/livescore/football/player/73879/p-otele
player,Serie A,458,435,"M. Marin",https://4590football.com/livescore/football/player/30723/m-marin
player,Ligue 1,458,435,"P. Højbjerg",https://4590football.com/livescore/football/player/2735/p-hojbjerg
player,Premier League,459,439,"N. Aké",https://4590football.com/livescore/football/player/18861/n-ake
player,La Liga,459,436,"L. Luchino",https://4590football.com/livescore/football/player/548843/l-luchino
player,Bundesliga,459,439,"P. Pervan",https://4590football.com/livescore/football/player/25396/p-pervan
player,Serie A,459,436,"M. Mena",https://4590football.com/livescore/football/player/575272/m-mena
player,Ligue 1,459,436,"P. Katseris",https://4590football.com/livescore/football/player/384112/p-katseris
player,Premier League,460,440,"N. Angulo",https://4590football.com/livescore/football/player/311543/n-angulo
player,La Liga,460,437,"L. Orejuela",https://4590football.com/livescore/football/player/626497/l-orejuela
player,Bundesliga,460,440,"P. Sander",https://4590football.com/livescore/football/player/24969/p-sander
player,Serie A,460,437,"M. Mosconi",https://4590football.com/livescore/football/player/437678/m-mosconi
player,Ligue 1,460,437,"P. Köhn",https://4590football.com/livescore/football/player/7313/p-kohn
player,Premier League,461,441,"N. Clyne",https://4590football.com/livescore/football/player/18862/n-clyne
player,La Liga,461,438,"L. Pétrot",https://4590football.com/livescore/football/player/157146/l-petrot
player,Bundesliga,461,441,"P. Schick",https://4590football.com/livescore/football/player/794/p-schick
player,Serie A,461,438,"M. Okoye",https://4590football.com/livescore/football/player/143648/m-okoye
player,Ligue 1,461,438,"P. Lees-Melou",https://4590football.com/livescore/football/player/22170/p-lees-melou
player,Premier League,462,442,"N. Collins",https://4590football.com/livescore/football/player/19495/n-collins
player,La Liga,462,439,"L. Ramazani",https://4590football.com/livescore/football/player/138776/l-ramazani
player,Bundesliga,462,442,"P. Stenzel",https://4590football.com/livescore/football/player/26244/p-stenzel
player,Serie A,462,439,"M. Olivera",https://4590football.com/livescore/football/player/47254/m-olivera
player,Ligue 1,462,439,"P. Limon",https://4590football.com/livescore/football/player/629380/p-limon
player,Premier League,463,443,"N. Domínguez",https://4590football.com/livescore/football/player/6056/n-dominguez
player,La Liga,463,440,"L. Sučić",https://4590football.com/livescore/football/player/7332/l-sui
player,Bundesliga,463,443,"P. Tietz",https://4590football.com/livescore/football/player/26171/p-tietz
player,Serie A,463,440,"M. Palestra",https://4590football.com/livescore/football/player/383018/m-palestra
player,Ligue 1,463,440,"P. Mboup",https://4590football.com/livescore/football/player/375990/p-mboup
player,Premier League,464,444,"N. Madueke",https://4590football.com/livescore/football/player/136723/n-madueke
player,La Liga,464,441,"L. Vázquez",https://4590football.com/livescore/football/player/6490/l-vazquez
player,Bundesliga,464,444,"P. Treu",https://4590football.com/livescore/football/player/178769/p-treu
player,Serie A,464,441,"M. Pašalić",https://4590football.com/livescore/football/player/2763/m-paali
player,Ligue 1,464,441,"P. N'Zinga Pambani",https://4590football.com/livescore/football/player/568242/p-nzinga-pambani
player,Premier League,465,445,"N. Mazraoui",https://4590football.com/livescore/football/player/545/n-mazraoui
player,La Liga,465,442,"Lamine Yamal",https://4590football.com/livescore/football/player/386828/lamine-yamal
player,Bundesliga,465,445,"P. Tschernuth",https://4590football.com/livescore/football/player/207229/p-tschernuth
player,Serie A,465,442,"M. Payero",https://4590football.com/livescore/football/player/6383/m-payero
player,Ligue 1,465,442,"P. Pagis",https://4590football.com/livescore/football/player/276662/p-pagis
player,Premier League,466,446,"N. Milenković",https://4590football.com/livescore/football/player/2817/n-milenkovi
player,La Liga,466,443,"Lander Astiazarán",https://4590football.com/livescore/football/player/445881/lander-astiazaran
player,Bundesliga,466,446,"P. Wimmer",https://4590football.com/livescore/football/player/126642/p-wimmer
player,Serie A,466,443,"M. Pedersen",https://4590football.com/livescore/football/player/39362/m-pedersen
player,Ligue 1,466,443,"P. Peter",https://4590football.com/livescore/football/player/457541/p-peter
player,Premier League,467,447,"N. Mukiele",https://4590football.com/livescore/football/player/1146/n-mukiele
player,La Liga,467,444,"Lander Pinillos",https://4590football.com/livescore/football/player/315586/lander-pinillos
player,Bundesliga,467,447,"R. Ache",https://4590football.com/livescore/football/player/37439/r-ache
player,Serie A,467,444,"M. Pellini",https://4590football.com/livescore/football/player/598593/m-pellini
player,Ligue 1,467,444,"P. Pogba",https://4590football.com/livescore/football/player/904/p-pogba
player,Premier League,468,448,"N. O&apos;Reilly",https://4590football.com/livescore/football/player/307123/n-oaposreilly
player,La Liga,468,445,"Lekue",https://4590football.com/livescore/football/player/47276/lekue
player,Bundesliga,468,448,"R. Andrich",https://4590football.com/livescore/football/player/24903/r-andrich
player,Serie A,468,445,"M. Pérez",https://4590football.com/livescore/football/player/458543/m-perez
player,Ligue 1,468,445,"P. Šulc",https://4590football.com/livescore/football/player/66387/p-ulc
player,Premier League,469,449,"N. Okafor",https://4590football.com/livescore/football/player/48389/n-okafor
player,La Liga,469,446,"Leo Román",https://4590football.com/livescore/football/player/179139/leo-roman
player,Bundesliga,469,449,"R. Baku",https://4590football.com/livescore/football/player/25917/r-baku
player,Serie A,469,446,"M. Perin",https://4590football.com/livescore/football/player/849/m-perin
player,Ligue 1,469,446,"P. Sy",https://4590football.com/livescore/football/player/403878/p-sy
player,Premier League,470,450,"N. Oriola",https://4590football.com/livescore/football/player/553958/n-oriola
player,La Liga,470,447,"Leo Sánchez",https://4590football.com/livescore/football/player/647395/leo-sanchez
player,Bundesliga,470,450,"R. Bensebaïni",https://4590football.com/livescore/football/player/2194/r-bensebaini
player,Serie A,470,447,"M. Perrone",https://4590football.com/livescore/football/player/288699/m-perrone
player,Ligue 1,470,447,"Pape Cabral",https://4590football.com/livescore/football/player/543470/pape-cabral
player,Premier League,471,451,"N. Patterson",https://4590football.com/livescore/football/player/138417/n-patterson
player,La Liga,471,448,"Llorenç Serred",https://4590football.com/livescore/football/player/461502/llorenc-serred
player,Bundesliga,471,451,"R. Dōan",https://4590football.com/livescore/football/player/2598/r-dan
player,Serie A,471,448,"M. Pessina",https://4590football.com/livescore/football/player/446089/m-pessina
player,Ligue 1,471,448,"Paris Josua  Brunner",https://4590football.com/livescore/football/player/386276/paris-josua-brunner
player,Premier League,472,452,"N. Pope",https://4590football.com/livescore/football/player/18911/n-pope
player,La Liga,472,449,"Lucas Ahijado",https://4590football.com/livescore/football/player/131548/lucas-ahijado
player,Bundesliga,472,452,"R. Fellhauer",https://4590football.com/livescore/football/player/143831/r-fellhauer
player,Serie A,472,449,"M. Pittarella",https://4590football.com/livescore/football/player/484293/m-pittarella
player,Ligue 1,472,449,"Paul Argney",https://4590football.com/livescore/football/player/395808/paul-argney
player,Premier League,473,453,"N. Sadiki",https://4590football.com/livescore/football/player/365331/n-sadiki
player,La Liga,473,450,"Lucas Nuñez",https://4590football.com/livescore/football/player/406043/lucas-nunez
player,Bundesliga,473,453,"R. Glatzel",https://4590football.com/livescore/football/player/24914/r-glatzel
player,Serie A,473,450,"M. Politano",https://4590football.com/livescore/football/player/219/m-politano
player,Ligue 1,473,450,"Pedro Fernández",https://4590football.com/livescore/football/player/491087/pedro-fernandez
player,Premier League,474,454,"N. Savona",https://4590football.com/livescore/football/player/181806/n-savona
player,La Liga,474,451,"Lucas Torró",https://4590football.com/livescore/football/player/1825/lucas-torro
player,Bundesliga,474,454,"R. Hack",https://4590football.com/livescore/football/player/725/r-hack
player,Serie A,474,451,"M. Pongračić",https://4590football.com/livescore/football/player/1084/m-pongrai
player,Ligue 1,474,451,"Prince Mbatshi Mukuba",https://4590football.com/livescore/football/player/637593/prince-mbatshi-mukuba
player,Premier League,475,455,"N. Williams",https://4590football.com/livescore/football/player/138780/n-williams
player,La Liga,475,452,"Luis Milla",https://4590football.com/livescore/football/player/47085/luis-milla
player,Bundesliga,475,455,"R. Hendriks",https://4590football.com/livescore/football/player/135883/r-hendriks
player,Serie A,475,452,"M. Prati",https://4590football.com/livescore/football/player/309388/m-prati
